"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OF5","85726","96259","Military","296.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OF4","70760","84218","Military","1114.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OF3","50417","64199","Military","3587.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OF2","40025","50124","Military","3932.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OF1","25984","35744","Military","1268.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OR9","47488","50685","Military","1206.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OR8","41002","47895","Military","3161.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OR7","37698","47895","Military","5084.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OR6","33490","41441","Military","7365.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OR4","29769","35378","Military","12159.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OR3","25525","29899","Military","12504.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OR2","18489","29899","Military","21115.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Director of Studies","70968","73807","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Teaching","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Lecturer RMAS","37976","44935","Teaching","21.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Lecturer RMAS","37976","44935","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Lecturer (Special Responsibilities)","38056","48390","Teaching","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Lecturer (Special Responsibilities)","38056","48390","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Academic Professor of Music (6048)","57678","57678","Specialist Instruction","2.57","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Academic Professor of Music (6048)","57678","57678","Training Support","1.62","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 4","59744","66207","Teaching Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 1","40261","44935","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 2","32093","36879","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 2","32093","36879","Business Management","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 2","32093","36879","Direct Military Support","3.76","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 2","32093","36879","Obsolete Security","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 2","32093","36879","Service HR Expert","0.69","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 2","32093","36879","Teaching","0.65","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 2","32093","36879","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 3","27139","29530","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Retired Officer 3","27139","29530","Direct Military Support","0.69","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Medical Officer","60193","73272","Business Management","0.43","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Civilian Medical Practitioner","67043","79646","General Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Mess Manager A","25001","29530","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Lecturer","46867","48744","Teaching","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Instrumental Professor of Music","47091","47091","Training Support","2.19","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Youth Worker Level 2 (2_10)","21741","28746","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Scottish Teacher Scale 1 (Secondary)","21867","34887","Community Service","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Scottish Teacher Scale 1 (Secondary)","21867","34887","Teaching","16.97","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Scottish Teacher Scale 1 (Primary)","21867","34887","Teaching","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Subject Adviser","43689","49773","Teaching Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 5","52248","58607","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","School Catering Adviser","23841","28003","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Unqualified Teacher Overseas","16461","26034","Teaching","0.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Unqualified Teacher Overseas","16461","26034","Teaching Support","0.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 2","67309","77515","Teaching Advice/Inspection","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Area Officer Social Worker","51011","60431","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Chef/Cook 1","19565","22457","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 6 (Abated)","39502","49030","Teaching Advice/Inspection","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Child Guidance Senior Social Worker","39893","45587","Community Service","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Parent Partnership Officer","43112","50158","Teaching","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Assistant Head Teacher","38984","108283","Teaching","5.19","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Assistant Head Teacher","38984","108283","Teaching Leadership","8.10","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Firefighter - Rank to Role","20658","27534","Environmental Protection Practitioner","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Firefighter - Rank to Role","20658","27534","Fire Safety Practitioner","89.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Firefighter - Rank to Role","20658","27534","Fire Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Crew Manager - Rank to Role","29264","30525","Fire Safety Practitioner","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Watch Manager - Rank to Role","31186","32052","Fire Safety Practitioner","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","TUPE General","11352","60000","Administrative Support","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","TUPE General","11352","60000","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Station Manager","37585","41391","Fire Safety Practitioner","41.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Group Manager","44193","46003","Fire Safety Practitioner","19.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Group Manager","44193","46003","Health & Safety Practitioner","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Group Manager","44193","46003","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Area Manager","49918","55436","Fire Safety Practitioner","14.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Area Manager","49918","55436","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Brigade Manager Assistant Chief Fire Officer","66524","66524","Fire Safety Practitioner","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Brigade Manager Chief Fire Officer","79829","79829","Fire Safety Practitioner","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Community Development Worker (W/T)","21682","24730","Community Development Work","3.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Community Development Worker","28404","30907","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Community Development Worker","28404","30907","Community Development Work","38.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Community Development Worker","35511","39961","Community Development Work","15.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Community Development Worker","35511","39961","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Community Development Officer","41192","50259","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Area Community Development Officer","49103","58435","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Business Management","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Decision Support","5.00","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Enterprise Architect","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Operational Analysis","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Policy Advisor","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Portfolio Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Programme Management","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Science & Technology Management","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Specialist Instruction","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B1","60041","73272","Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Business Management","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Commercial Operations","5.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Communication Training","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Contract Performance Measurement & Management","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Decision Support","11.89","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Design and Imagery","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Historical","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Information Technology","2.65","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Knowledge and Information Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Operational Analysis","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Policy Advisor","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Project Management","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Science & Engineering Policy","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Secretariat & Private Office","4.86","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2","50995","60431","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Administrative Support","8.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Business Management","37.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Chemical/Bio Science and Tech","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Civilian HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Commercial Operations","11.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Commercial Strategy","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Communication Training","0.86","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Community Development Work","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Community Service","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Consultancy","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Contract Performance Measurement & Management","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Decision Support","30.65","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Design and Imagery","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Knowledge and Information Management","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Direct Military Support","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","E-Communications","7.70","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Employee Representative","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Enterprise Architect","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","External Communications","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Health & Safety and Environmental Protection Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Health & Safety Practitioner","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Historical","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Information Assurance","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Information Technology","14.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Inventory Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Knowledge and Information Management","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Legal","1.00","Law"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Librarian","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Museum","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Obsolete Security","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Operational Analysis","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Operations & Capability Audit","0.78","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Policy Advisor","5.00","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Portfolio Management","11.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Programme Management","11.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Project Management","18.67","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Reporting and Controls","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Safety Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Science & Engineering Policy","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Science & Technology Management","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Secretariat & Private Office","11.92","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Security Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Service HR Expert","4.80","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Specialist Instruction","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Sustainable Development","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Teaching","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Teaching Advice/Inspection","0.57","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Technical [Trades]","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1","37940","44935","Training Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Acoustics","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Administrative Support","40.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Aero Eng (Electronics/Avionics)","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Audit and Assurance","4.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Business Management","149.14","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Case Assessment","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Civilian HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Civilian HR Partner","4.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Civilian HR Service Provider","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Civilian Training","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Commercial Operations","15.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Commercial Strategy","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Communication Planning","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Communication Training","4.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Community Service","23.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Configuration Management","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Consultancy","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Contract Performance Measurement & Management","2.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Customer Services","6.92","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Customs & Immigration (MDP)","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Decision Support","67.20","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Defence Export Services","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Design and Imagery","12.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Direct Military Support","54.84","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","E-Communications","19.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Environmental Health","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Estate Advice","5.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Estate Planning","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Estate Management","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","External Communications","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Health & Safety and Environmental Protection Management","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Health & Safety Practitioner","29.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Historical","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Human Resources","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","IT Security","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Information Technology","62.21","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Internal Communications","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Inventory Management","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Knowledge and Information Management","15.53","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Legal","5.00","Law"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Librarian","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Logistics Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Materiel Accounting","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Museum","6.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Obsolete Security","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Occupational Psychology","4.00","Psychology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Performance Management","2.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Policy Advisor","8.00","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Portfolio Management","22.51","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Programme Management","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Project Management","28.89","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Quality Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Range Management","5.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Reporting and Controls","5.62","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Risk Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Safety Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Science & Technology Management","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Secretariat & Private Office","14.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Security Advice","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Security Management","9.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Service HR Expert","20.19","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Service HR Service Provider","17.81","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Site Estate","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Soft Facilities Management","10.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Specialist Instruction","85.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Statistical Analysis","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Storekeeping / Warehouse Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Teaching","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Technical [Trades]","14.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Through Life Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Training Support","28.92","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","Transport & Movement","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2","31136","36879","WOME Production","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D","24934","29530","Administrative Support","98.39","Operational Delivery"
