"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","AO","23394","26757","Administrator","<5","Other","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","EO","28080","31675","Administrator","<5","Other","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","EO","28080","31675","Administrator","<5","Other","North West"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","EO","28080","31675","Communications Officer","<5","Government Communication Service","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","EO","28080","31675","Communications Officer","<5","Government Communication Service","South West"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Administrator","<5","Other","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Business Support Officer","<5","Other","East Midlands"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Business Support Officer","<5","Other","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Business Support Officer","<5","Other","South West"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Business Support Officer","<5","Other","West Midlands"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Communications Officer","<5","Government Communication Service","East Midlands"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Communications Officer","6","Government Communication Service","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Communications Officer","<5","Government Communication Service","South West"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Communications Officer","<5","Government Communication Service","Wales"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","HEO","34854","38409","Communications Officer","<5","Government Communication Service","West Midlands"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","SEO","39516","45147","Senior Business Support Officer","<5","Other","East Midlands"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","SEO","39516","45147","Senior Business Support Officer","<5","Other","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","SEO","39516","45147","Senior Communications Officer","5","Government Communication Service","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","SEO","39516","45147","Senior Communications Officer","<5","Government Communication Service","Wales"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","SEO","39516","45147","Senior Communications Officer","<5","Government Communication Service","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","SEO+","47521","53793","Senior Business Support Officer","<5","Other","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","SEO+","47521","53793","Senior Communications Officer","<5","Government Communication Service","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","SEO+","47521","53793","Senior Communications Officer","<5","Government Communication Service","North East"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Other","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","Grade 7","53720","66696","Senior Communications Officer/Manager","<5","Government Communication Service","East Midlands"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","Grade 7","53720","66696","Senior Communications Officer/Manager","<5","Government Communication Service","North West"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","Grade 6","65704","81206","Senior Business Support Officer/Manager","<5","Other","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","1","Grade 6","65704","81206","Senior Communications Officer/Manager","<5","Government Communication Service","London"
"HM Land Registry","HM Land Registry","Chief Executive and Chief Land Registrar’s Directorate","42","HEO","34854","38409","Business Support Officer","<5","Other","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","AO","23394","26757","Customer Management Officer","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","EO","28080","31675","Customer Management Officer","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","EO","28080","31675","Customer Management Officer","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Technology Officer","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Business Support Officer","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO+","47521","53793","Senior Business Support Officer","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO+","47521","53793","Senior Business Support Officer","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO+","47521","53793","Senior Customer Management Officer","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO+","47521","53793","Senior Customer Management Officer","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","SEO+","47521","53793","Senior Customer Management Officer","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","Grade 7","53720","66696","Senior Customer Management Officer/Manager","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","Grade 7","53720","66696","Senior Customer Management Officer/Manager","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","4","Grade 6","65704","81206","Senior Customer Management Officer/Manager","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","APP","20058","25188","Apprentice","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","AO","23394","26757","Data Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","AO","23394","26757","Data Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","AO","23394","26757","Data Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","EO","28080","31675","Data Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","EO","28080","31675","Data Officer","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","EO","28080","31675","Data Officer","5.5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","EO","28080","31675","Data Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","EO","28080","31675","Data Officer","<5","Digital, Data and Technology Professions","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","HEO","34854","38409","Data Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","HEO","34854","38409","Data Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","HEO","34854","38409","Data Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","HEO","34854","38409","Data Officer","5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","HEO","34854","38409","Data Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","SEO","39516","45147","Senior Data Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","SEO","39516","45147","Senior Data Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","SEO","39516","45147","Senior Data Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","SEO+","47521","53793","Senior Data Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","Grade 7","53720","66696","Senior Data Officer/Manager","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","Grade 7","53720","66696","Senior Data Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","29","Grade 6","65704","81206","Senior Data Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","33","SEO","39516","45147","Senior Business Support Officer","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","33","SEO","39516","45147","Senior Business Support Officer","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","33","SEO","39516","45147","Senior Business Support Officer","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","33","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","33","Grade 6","65704","81206","Senior Business Support Officer/Manager","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","39","AO","23394","26757","Data Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","39","EO","28080","31675","Data Officer","10.09","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","39","HEO","34854","38409","Data Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","39","SEO+","47521","53793","Senior Data Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","EO","28080","31675","Administrator","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","HEO","34854","38409","Business Support Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","SEO","39516","45147","Senior Business Support Officer","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","SEO+","47521","53793","Senior Business Support Officer","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","SEO+","47521","53793","Senior Business Support Officer","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","Grade 6","65704","81206","Senior Legal Officer/Manager","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","42","Grade 6","65704","81206","Senior Legal Officer/Manager","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","AO","23394","26757","Administrator","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Customer & Strategy Group","53","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","Wales"
