Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Legal,1206,General Repairs and Maintenance,11/03/2021,232624,1728,Revenue,Dorzone Ltd,13829
Rushmoor Borough Council,Democratic Services,1327,Operational Equipment,18/03/2021,232625,3800,Revenue,Premier Business Audio Ltd,11582
Rushmoor Borough Council,Community,2560,Payment to Contractor Sums,18/03/2021,232626,1191,Revenue,Places For People Leisure,4797
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,11/03/2021,232628,1100,Revenue,Austin Fraser Ltd,9925
Rushmoor Borough Council,Information Technology,3305,Temporary Staff,11/03/2021,232629,1150,Revenue,Austin Fraser Ltd,9925
Rushmoor Borough Council,Community,2538,Metric Machine Maintenance,25/03/2021,232631,4211.2,Revenue,Metric Group Ltd,4436
Rushmoor Borough Council,Community,2537,Car Park Machine Maintenance,25/03/2021,232631,3308.8,Revenue,Metric Group Ltd,4436
Rushmoor Borough Council,Community,2517,Tree Survey Works,11/03/2021,232632,760,Revenue,Sapling Arboriculture Limited,9448
Rushmoor Borough Council,Legal,1200,Microfilimg,11/03/2021,232633,268,Revenue,Merlin Dms Ltd,15543
Rushmoor Borough Council,Community,2549,Materials,11/03/2021,232634,600,Revenue,Nixon Hire,15725
Rushmoor Borough Council,Information Technology,3305,Pest Control,11/03/2021,232635,475,Revenue,Cleankill Environmental Services Ltd,15545
Rushmoor Borough Council,Community,2538,Metric Machine Maintenance,11/03/2021,232636,271.6,Revenue,Metric Group Ltd,4436
Rushmoor Borough Council,Community,2517,Infection Control,18/03/2021,232637,2580,Revenue,3C Environmental Technology,15088
Rushmoor Borough Council,Information Technology,3304,Telephones,11/03/2021,232638,1090,Revenue,Nss Partners Limited,15033
Rushmoor Borough Council,Information Technology,3304,Telephony Support,11/03/2021,232639,845,Revenue,Nss Partners Limited,15033
Rushmoor Borough Council,Chief Executive,1100,Temporary Staff,18/03/2021,232641,1680,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Environmental Health and Housing,2219,Comf FLC Test Centre,11/03/2021,232642,2190,Revenue,Nss Partners Limited,15033
Rushmoor Borough Council,Strategy and Communiations,1416,Commission,11/03/2021,232643,620.14,Revenue,Avc Wise Ltd,15680
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,11/03/2021,232645,266.67,Revenue,Cripple Creek B & B,16245
Rushmoor Borough Council,Environmental Health and Housing,2219,Comf FLC Test Centre,11/03/2021,232646,15200.8,Revenue,Gh Display,16222
Rushmoor Borough Council,Community,2551,Memorial Expenses,11/03/2021,232647,2971,Revenue,Vivedia Ltd,13434
Rushmoor Borough Council,Democratic Services,1327,Postages,11/03/2021,232650,1399.88,Revenue,Royal Mail,821
Rushmoor Borough Council,Legal,1212,General Repairs and Maintenance,11/03/2021,232652,304.5,Revenue,Phs Group Plc,3869
Rushmoor Borough Council,Legal,1235,Consultancy,11/03/2021,232653,10556,Revenue,Grant Thornton Uk Llp,13329
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,18/03/2021,232656,2375,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,11/03/2021,232659,439,Revenue,Brand Pest Control,3284
Rushmoor Borough Council,Environmental Health and Housing,2219,Comf FLC Test Centre,11/03/2021,232660,1600,Revenue,The Event And Exhibition Partnership Ltd,16285
Rushmoor Borough Council,Legal,1242,Service Charges,11/03/2021,232662,300.02,Revenue,Mobius Sps,15944
Rushmoor Borough Council,Legal,1210,Contract Staff,18/03/2021,232663,792,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1213,Contract Staff,18/03/2021,232663,792,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,18/03/2021,232664,750,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Community,2517,Tree Maintenance,05/03/2021,232665,2040,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2517,Tree Maintenance,05/03/2021,232665,540,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2552,Grounds Maintenance,05/03/2021,232665,1500,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2502,Routine Grounds Maintenance,05/03/2021,232665,480,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2517,Tree Maintenance,05/03/2021,232665,720,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2508,Cycle Track Feasibility,18/03/2021,232666,1450,Revenue,Press And Starkey,16286
Rushmoor Borough Council,Community,2565,Trade Refuse,25/03/2021,232667,366.06,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2565,Trade Refuse,25/03/2021,232668,465.96,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Information Technology,3300,Professional Subscriptions,11/03/2021,232673,645,Revenue,Service Desk Institute,8980
Rushmoor Borough Council,Democratic Services,1302,Trans Costs IER,11/03/2021,232674,765,Revenue,Codebase Software Ltd,14699
Rushmoor Borough Council,Customer Services,3805,Consultancy,11/03/2021,232674,2385,Revenue,Codebase Software Ltd,14699
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,11/03/2021,232674,270,Revenue,Codebase Software Ltd,14699
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,11/03/2021,232677,335.4,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Democratic Services,1327,Software Rental,11/03/2021,232678,4300,Revenue,Premier Business Audio Ltd,11582
Rushmoor Borough Council,Information Technology,3305,Temporary Staff,11/03/2021,232679,750,Revenue,Ellack Cleaning Contractors Limited,14117
Rushmoor Borough Council,Information Technology,3305,Temporary Staff,11/03/2021,232680,960,Revenue,Ellack Cleaning Contractors Limited,14117
Rushmoor Borough Council,Information Technology,3305,Temporary Staff,11/03/2021,232681,1920,Revenue,Ellack Cleaning Contractors Limited,14117
Rushmoor Borough Council,Strategy and Communiations,1411,Council Magazine,11/03/2021,232684,3519.33,Revenue,Royal Mail,821
Rushmoor Borough Council,Legal,1213,Responsive Repairs and Maintenance,18/03/2021,232685,3050,Revenue,Hampshire Property (Services) Ltd,13759
Rushmoor Borough Council,Community,2515,Cleaning,11/03/2021,232686,373.27,Revenue,Ybc Cleaning Services Ltd,8389
Rushmoor Borough Council,Community,2555,General Repairs and Maintenance,11/03/2021,232687,4217.4,Revenue,Hampshire Property (Services) Ltd,13759
Rushmoor Borough Council,Community,2518,Databox Maintenance,11/03/2021,232688,1147.5,Revenue,Yesplan Ltd,15744
Rushmoor Borough Council,Legal,1202,Counsels Fees,25/03/2021,232689,514.8,Revenue,Bevan Brittan Llp,8417
Rushmoor Borough Council,Legal,1202,Counsels Fees,25/03/2021,232690,11575,Revenue,Aardvark Planning Law,14366
Rushmoor Borough Council,Community,2538,Computer Equipment and Software,11/03/2021,232692,975,Revenue,Imperial Civil Enforcement Solutions,13348
Rushmoor Borough Council,Community,6567,Contract Costs,18/03/2021,232697,1250,Capital,Facultatieve Technologies Ltd,5289
Rushmoor Borough Council,Democratic Services,1327,Operational Equipment,11/03/2021,232701,1575,Revenue,Quadient Uk Ltd,12328
Rushmoor Borough Council,Environmental Health and Housing,2204,Kennel/Feed Stray Dogs,11/03/2021,232705,955,Revenue,Bowenhurst Kennels,167
Rushmoor Borough Council,Legal,1234,Service Charges,18/03/2021,232708,1179.92,Revenue,Mark Thomas Chartered Surveyor,14829
Rushmoor Borough Council,Community,2517,Tree Survey Works,11/03/2021,232709,760,Revenue,Sapling Arboriculture Limited,9448
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,11/03/2021,232710,1360,Revenue,Pjk Solutions Ltd,14615
Rushmoor Borough Council,Legal,1213,Lease Renewal Fees,18/03/2021,232711,1720.8,Revenue,Avison Young,3742
Rushmoor Borough Council,Legal,1211,Promotions,11/03/2021,232712,1945,Revenue,Florescence,16292
Rushmoor Borough Council,Community,2543,Marketing/Promotion,11/03/2021,232713,500,Revenue,B Touati-Evans,16088
Rushmoor Borough Council,Customer Services,3809,Subscriptions,18/03/2021,232717,2450,Revenue,Cabinet Office,14455
Rushmoor Borough Council,Community,2541,Street Name Plates,11/03/2021,232723,848.68,Revenue,Signway Supplies,884
Rushmoor Borough Council,Information Technology,3304,Telephones,18/03/2021,232726,761.7,Revenue,Daisy Corporate Services Trading Ltd,9349
Rushmoor Borough Council,Information Technology,3304,Telephones,18/03/2021,232727,405.3,Revenue,Daisy Corporate Services Trading Ltd,9349
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,11/03/2021,232729,266.67,Revenue,Cripple Creek B & B,16245
Rushmoor Borough Council,Community,2551,Caskets and Urns,18/03/2021,232731,276.3,Revenue,Ashdown Supplies,118
Rushmoor Borough Council,Environmental Health and Housing,2219,Comf FLC Test Centre,18/03/2021,232733,4800,Revenue,The Event And Exhibition Partnership Ltd,16285
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,18/03/2021,232735,1100,Revenue,Austin Fraser Ltd,9925
Rushmoor Borough Council,Information Technology,3303,Temporary Staff,18/03/2021,232736,1150,Revenue,Austin Fraser Ltd,9925
Rushmoor Borough Council,Customer Services,3804,Contract Staff,11/03/2021,232738,1110,Revenue,G2 Recruitment Solutions,16259
Rushmoor Borough Council,Environmental Health and Housing,2402,Temporary Staff,18/03/2021,232739,1530,Revenue,G2 Recruitment Solutions,16259
Rushmoor Borough Council,Community,2538,Card Transaction Fees,11/03/2021,232740,320,Revenue,Imperial Civil Enforcement Solutions,13348
Rushmoor Borough Council,Community,2540,Repairs and Maintenance Signs,11/03/2021,232746,1724.73,Revenue,Bellstan Ltd,4489
Rushmoor Borough Council,Chief Executive,1100,Temporary Staff,18/03/2021,232756,1680,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1213,Lease Renewal Fees,25/03/2021,232757,900,Revenue,Hurst Warne Rics,14799
Rushmoor Borough Council,Legal,1202,Counsels Fees,25/03/2021,232758,900,Revenue,12 Cp Barristers,13792
Rushmoor Borough Council,Community,2551,Floris Plaques,18/03/2021,232763,304.87,Revenue,Hilton Cabinet Co Ltd,24
Rushmoor Borough Council,Environmental Health and Housing,2402,Hyde Housing Association Communal Housing,18/03/2021,232764,21610.38,Revenue,Mears Housing Management,15925
Rushmoor Borough Council,Community,2560,Contract Procurement,25/03/2021,232766,3779.5,Revenue,Browne Jacobson Llp,15516
Rushmoor Borough Council,Director of Resources,3106,Agency Staff,18/03/2021,232767,10998,Revenue,Wokingham Borough Council,14453
Rushmoor Borough Council,Community,2513,Control Outbreak Management Fund,18/03/2021,232772,18031.73,Revenue,Latcham Direct,14045
Rushmoor Borough Council,Customer Services,3811,Software Maintenance,18/03/2021,232774,814.04,Revenue,Northgate Public Services (Uk) Ltd,9422
Rushmoor Borough Council,Community,2550,Grave Digging and Maintenance,18/03/2021,232775,3240.06,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2555,Payment to Contractor,25/03/2021,232776,11124.67,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2556,Highways,25/03/2021,232777,73749.76,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2556,Parks,25/03/2021,232777,2758.07,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2556,Contract Variations Highways,25/03/2021,232777,1231.25,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2556,Anciliary Costs,25/03/2021,232777,505.61,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2556,Car Parks,25/03/2021,232777,8274.27,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2554,Garden Waste Collection,25/03/2021,232778,18543.51,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2554,Anciliary Costs,25/03/2021,232778,382.57,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2553,Anciliary Costs,25/03/2021,232778,550.33,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2554,Payment to Contractor,25/03/2021,232778,51085.48,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2553,Payment to Contractor,25/03/2021,232778,93781.38,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2553,Wheeled Bin Delivery/Assembly,25/03/2021,232779,433.28,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2554,Wheeled Bin Delivery/Assembly,25/03/2021,232779,1612.03,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2553,Payment to Contractor,25/03/2021,232779,314.02,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2554,Payment to Contractor,25/03/2021,232779,610.6,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2553,Clinical Waste,25/03/2021,232779,424.18,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2553,Bulky Waste Collection,25/03/2021,232779,3756.55,Revenue,Serco Ltd,13135
Rushmoor Borough Council,Community,2543,Marketing/Promotion,18/03/2021,232780,275,Revenue,Arts Intelligence Ltd,5467
Rushmoor Borough Council,Community,2543,Marketing/Promotion,18/03/2021,232781,400,Revenue,Gemma Maclennan,16006
Rushmoor Borough Council,Strategy and Communiations,1415,In-house Training,18/03/2021,232782,1125,Revenue,Manny Lewis Consultancy & Advisory Svcs,15929
Rushmoor Borough Council,Community,2549,Materials,18/03/2021,232788,371,Revenue,Chambers Waste Management Plc,217
Rushmoor Borough Council,Community,2517,Tree Planting,18/03/2021,232789,2326.8,Revenue,D Rickwood,1218
Rushmoor Borough Council,Community,2551,Memorial Vaults,18/03/2021,232790,311.5,Revenue,The Columbaria Company,993
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Rushmoor Customer Services,18/03/2021,232791,8340,Revenue,Goss Interactive Limited,5830
Rushmoor Borough Council,Community,2506,General Repairs and Maintenance,18/03/2021,232795,2154.98,Revenue,Rme Services Ltd,14566
Rushmoor Borough Council,Community,2517,Prospect Trees,18/03/2021,232796,480,Revenue,Transform Landscapes,16032
Rushmoor Borough Council,Community,2513,Covid 19 LRC Support,18/03/2021,232798,495,Revenue,Jib Belbase,16293
Rushmoor Borough Council,Information Technology,3302,Application Software,18/03/2021,232799,1128.69,Revenue,Condeco Ltd,9705
Rushmoor Borough Council,Customer Services,3804,Contract Staff,18/03/2021,232804,1110,Revenue,G2 Recruitment Solutions,16259
Rushmoor Borough Council,Legal,1209,Vacant Property Inspections,18/03/2021,232805,650,Revenue,Secure Site (Uk) Ltd,14068
Rushmoor Borough Council,Environmental Health and Housing,2219,Comf FLC Test Centre,25/03/2021,232808,22750,Revenue,Places For People Leisure,4797
Rushmoor Borough Council,Community,2551,Electricity,25/03/2021,232811,985.24,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Community,2518,Electricity,25/03/2021,232812,1610.28,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Community,2537,Electricity,25/03/2021,232813,1947.23,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Chief Executive,1100,Consult Games Digital Hub,18/03/2021,232814,344.67,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Financial Services,3402,Consultancy,25/03/2021,232816,4800,Revenue,Lavat Consulting Ltd,8576
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,18/03/2021,232817,266.67,Revenue,Cripple Creek B & B,16245
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,25/03/2021,232818,575,Control Accounts,Foster Properties,11478
Rushmoor Borough Council,Community,2560,General Repairs and Maintenance,18/03/2021,232820,4804.5,Revenue,Hampshire Property (Services) Ltd,13759
Rushmoor Borough Council,Environmental Health and Housing,2219,Comf FLC Test Centre,18/03/2021,232823,2400,Revenue,The Event And Exhibition Partnership Ltd,16285
Rushmoor Borough Council,Community,2551,Cremation fees,25/03/2021,232825,855,Revenue,Bracknell Forest Borough Council,169
Rushmoor Borough Council,Legal,1210,Contract Staff,18/03/2021,232826,744,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Legal,1213,Contract Staff,18/03/2021,232826,744,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,18/03/2021,232827,2375,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,18/03/2021,232828,750,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,18/03/2021,232829,335.4,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Community,2550,General Repairs and Maintenance,18/03/2021,232832,350,Revenue,Citation Fire And Electrical,16228
Rushmoor Borough Council,Chief Executive,1100,Consult Games Digital Hub,18/03/2021,232833,525,Revenue,Citation Fire And Electrical,16228
Rushmoor Borough Council,Legal,1202,Counsels Fees,18/03/2021,232834,387,Revenue,Geldards Llp,15716
Rushmoor Borough Council,Information Technology,3304,Covid19,18/03/2021,232838,2425,Revenue,Insight Direct (Uk) Ltd,5302
Rushmoor Borough Council,Information Technology,3305,General Repairs and Maintenance,31/03/2021,232839,5339.02,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Community,2549,Materials,18/03/2021,232843,341,Revenue,Chambers Waste Management Plc,217
Rushmoor Borough Council,Information Technology,3303,Temporary Staff,18/03/2021,232844,1265,Revenue,Austin Fraser Ltd,9925
Rushmoor Borough Council,Director of Community and Environment Services,2110,ICE Add Organisational Resrce,18/03/2021,232845,1100,Revenue,Austin Fraser Ltd,9925
Rushmoor Borough Council,Environmental Health and Housing,2213,A331 AQ ANPR Survey,31/03/2021,232847,5290,Revenue,Surrey County Council,12434
Rushmoor Borough Council,Community,2554,Publicity and Promotions,25/03/2021,232848,1080,Revenue,Eunomia Research And Consulting Ltd,16278
Rushmoor Borough Council,Community,2551,Gas,25/03/2021,232852,2712.1,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Legal,1212,Gas,18/03/2021,232853,254.75,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Information Technology,3305,Gas,25/03/2021,232861,2734.03,Revenue,Kent County Council (Kcs),14130
Rushmoor Borough Council,Chief Executive,1100,Temporary Staff,31/03/2021,232866,1680,Revenue,Park Avenue Recruitment,15709
Rushmoor Borough Council,Planning,2623,Professional Subscriptions,25/03/2021,232869,1246.41,Revenue,Labc,18
Rushmoor Borough Council,Planning,2612,Professional Subscriptions,25/03/2021,232869,1246.42,Revenue,Labc,18
Rushmoor Borough Council,Community,2551,Cameo Mercury Abatement,25/03/2021,232870,40590,Revenue,Cameo,13129
Rushmoor Borough Council,Community,2537,External Printing,25/03/2021,232871,600.6,Revenue,Paragon Id,4104
Rushmoor Borough Council,Community,2538,External Printing,25/03/2021,232871,764.4,Revenue,Paragon Id,4104
Rushmoor Borough Council,Community,2508,Consultancy,18/03/2021,232872,10175,Revenue,Carbon Trust Advisory Limited,15972
