Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,P/L - Courier Costs                               ,Entomology Research                               ,DHL EXPRESS (UK) LIMIT                            ,PGPC        5110                                  ,              10.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,VE Production Engineering                         ,TFL MFM                                           ,PGPC        5116                                  ,               7.7000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,VE VLE Learning Experience                        ,THETRAINLINE.COM                                  ,PGPC        5101                                  ,              56.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,Science Directorate                               ,THETRAINLINE.COM                                  ,PGPC        5150                                  ,             148.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,Zoology Research CLSD                             ,TRAVEL GATEWAY                                    ,PGPC        5101                                  ,             224.3200,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,DCS Directorate                                   ,TRAVELEX UK LTD 1102                              ,PGPC        5090                                  ,             105.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,Zoology Curation                                  ,VIRGINTRAINS.CO.UK                                ,PGPC        5147                                  ,              74.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,Science Directorate                               ,NATURAL HISTORY MUSEUM                            ,PGPC        5147                                  ,              20.7300,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,Science Directorate                               ,NATURAL HISTORY MUSEUM                            ,PGPC        5147                                  ,              82.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,MF - Travel Costs                                 ,Mineralogy Research                               ,OPODO ID 0014524700                               ,PGPC        5156                                  ,             305.6200,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Agency Temporary Staff Costs                      ,PEG Interactive Media CLOSED                      ,Spring Personnel                                  ,PINV      167520                                  ,            1100.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Agency Temporary Staff Costs                      ,PEG Interactive Media CLOSED                      ,Spring Personnel                                  ,PINV      167521                                  ,            2200.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Agency Temporary Staff Costs                      ,PEG Interactive Media CLOSED                      ,Spring Personnel                                  ,PINV      167522                                  ,            2200.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Agency Temporary Staff Costs                      ,PEG Interactive Media CLOSED                      ,Spring Personnel                                  ,PINV      167523                                  ,             735.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Agency Temporary Staff Costs                      ,PEG Interactive Media CLOSED                      ,Spring Personnel                                  ,PINV      167525                                  ,             551.2500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Agency Temporary Staff Costs                      ,Entomology Admin                                  ,Spring Personnel                                  ,PINV      167599                                  ,             607.2000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Agency Temporary Staff Costs                      ,Entomology Admin                                  ,Spring Personnel                                  ,PINV      167600                                  ,             644.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Agency Temporary Staff Costs                      ,Entomology Admin                                  ,Spring Personnel                                  ,PINV      167601                                  ,             662.4000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Tangible F Assets - L&B - Fees              ,Estates Buildings                                 ,SVM Facilities Group Ltd                          ,PINV      167564                                  ,             500.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Tangible F Assets - L&B - Fees              ,Estates Buildings                                 ,SVM Facilities Group Ltd                          ,PINV      167564                                  ,            1000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167505                                  ,            9066.9100,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167557                                  ,            1632.7500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,           -6259.2900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,           -1968.7500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,           -1250.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,              10.2900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,             245.1100,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,             307.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,             599.4600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,             738.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,             800.2300,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,             863.2000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,            1416.5600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,            1489.7900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,            1632.2800,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,            1944.0200,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,            4091.9700,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,            4293.6400,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,            6017.2200,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,            6389.0900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,           12262.9200,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,           80239.5200,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,LIS - Photcopying Unit                            ,CF Asset Finance                                  ,PINV      167563                                  ,            4949.8600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Scientific Laboratory Supplies Ltd                ,PINV      167553                                  ,             568.7800,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Botany Research                                   ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,               2.5000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Entomology Research                               ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,               7.0600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Botany Research                                   ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,               7.2300,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Botany Research                                   ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,              12.5000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,              13.0800,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,              28.3600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Entomology Research                               ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,              35.3000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Botany Research                                   ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,              36.1400,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,              60.1600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,              65.4000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,             141.8100,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,             300.8000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,MF - Travel Costs                                 ,Entomology Research                               ,Key Travel                                        ,PINV      167459                                  ,            1706.9800,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,MF - Travel Costs                                 ,Entomology Research                               ,Key Travel                                        ,PINV      167461                                  ,             779.0900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,MF - Travel Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Key Travel                                        ,PINV      167470                                  ,             697.9900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,MF - Travel Costs                                 ,Commerce Mgmt & Strategy                          ,Key Travel                                        ,PINV      167471                                  ,            1447.2600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,MF - Travel Costs                                 ,PEG Interactive Media CLOSED                      ,Key Travel                                        ,PINV      167515                                  ,             679.1900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,BSI Management Systems                            ,PINV      167574                                  ,               5.2700,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,ING Lease                                         ,PINV      167546                                  ,               9.8600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest (Sherwood) Ltd                            ,PINV      167505                                  ,              57.6700,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest (Sherwood) Ltd                            ,PINV      167557                                  ,              10.3800,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Servest (Sherwood) Ltd                            ,PINV      167586                                  ,             724.1500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - General Running Costs                       ,Palaeontology Research                            ,The University of Durham                          ,PINV      167511                                  ,             312.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - General Running Costs                       ,Palaeontology Research                            ,The University of Durham                          ,PINV      167511                                  ,            1560.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - General Running Costs                       ,Entomology Research                               ,Tinytag                                           ,PINV      167542                                  ,             107.9900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - General Running Costs                       ,Entomology Research                               ,Tinytag                                           ,PINV      167542                                  ,             539.9500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Members Magazine Costs                      ,Commerce Memberships                              ,Uni-mail                                          ,PINV      167534                                  ,            3303.3600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Monitoring Costs                            ,PEG Media & External Relations                    ,Gorkana                                           ,PINV      167533                                  ,            6360.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Operating Income                            ,Zoology Research CLSD                             ,The Royal Society                                 ,PINV      167467                                  ,            1867.4400,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Postage                                     ,Est Hskpg SK                                      ,ING Lease                                         ,PINV      167546                                  ,              51.8900,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L - Postage                                     ,Est Hskpg SK                                      ,ING Lease                                         ,PINV      167546                                  ,            1550.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,Science Museum                                    ,PINV      167484                                  ,            1250.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Science Facilities - Molecular Colle              ,VWR INTERNATIONAL LTD                             ,PGPC        5110                                  ,              55.1000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Entomology Research                               ,VWR INTERNATIONAL LTD                             ,PGPC        5110                                  ,             175.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Entomology Research                               ,VWR INTERNATIONAL LTD                             ,PGPC        5110                                  ,             250.7200,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Science Facilities - Molecular Colle              ,VWR INTERNATIONAL LTD                             ,PGPC        5110                                  ,             301.3200,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Entomology Research                               ,VWR INTERNATIONAL LTD                             ,PGPC        5110                                  ,             324.1000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Entomology Research                               ,Barclay Card                                      ,PGPC        5156                                  ,               4.8300,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Barclay Card                                      ,PGPC        5156                                  ,              35.6900,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Botany Research                                   ,Barclay Card                                      ,PGPC        5156                                  ,              76.9600,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,CHARTERHOUSE AQUATICS                             ,PGPC        5156                                  ,             178.4500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Mineralogy Facility                               ,DUSTSPARE.CO.UK                                   ,PGPC        5156                                  ,              55.2500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,U OF M CGC                                        ,PGPC        5156                                  ,              20.8000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Palaeontology Research                            ,Amazon  Mktplce EU-UK                             ,PGPC        5121                                  ,               5.3900,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Palaeontology Research                            ,Amazon  Mktplce EU-UK                             ,PGPC        5121                                  ,               9.1600,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Amazon  Mktplce EU-UK                             ,PGPC        5156                                  ,              14.1700,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Amazon  Mktplce EU-UK                             ,PGPC        5156                                  ,              43.0900,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Entomology Research                               ,Barclay Card                                      ,PGPC        5110                                  ,              35.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Barclay Card                                      ,PGPC        5156                                  ,               2.8400,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,Entomology Admin                                  ,X                                                 ,PGPC        5110                                  ,               3.1300,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,IT Equipment < £5k                                ,Palaeontology Research                            ,Amazon EU                                         ,PGPC        5121                                  ,              85.2400,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,IT Equipment < £5k                                ,Palaeontology Research                            ,Barclay Card                                      ,PGPC        5121                                  ,              18.1900,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,IT Equipment < £5k                                ,Palaeontology Research                            ,PAYPAL  ARGOS EBAY                                ,PGPC        5121                                  ,             136.6500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,IT Software                                       ,Mineralogy Facility                               ,SILVERDALE                                        ,PGPC        5156                                  ,             995.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,ADDGENE INC                                       ,PGPC        5156                                  ,              55.3400,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Barclay Card                                      ,PGPC        5147                                  ,               0.6500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Barclay Card                                      ,PGPC        5148                                  ,               7.9300,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Barclay Card                                      ,PGPC        5150                                  ,               4.3300,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,Science Directorate                               ,Barclay Card                                      ,PGPC        5156                                  ,              28.4800,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,Mineralogy Admin                                  ,Barclay Card                                      ,PGPC        5156                                  ,              86.7800,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,X                                                 ,PGPC        5089                                  ,               1.4400,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Barclay Card                                      ,PGPC        5090                                  ,               1.0500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,Botany Administration                             ,Barclay Card                                      ,PGPC        5103                                  ,              27.0200,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,Collections Committee (Furniture)                 ,Barclay Card                                      ,PGPC        5110                                  ,               5.6200,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,Entomology Admin                                  ,Barclay Card                                      ,PGPC        5110                                  ,             138.0400,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Barclay Card                                      ,PGPC        5115                                  ,               1.9000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Barclay Card                                      ,PGPC        5147                                  ,               0.5400,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,Hospitality                                       ,DCS Directorate                                   ,THE WOLSELEY                                      ,PGPC        5090                                  ,              45.3500,                                                  
