Birth Year,Birth Month,Country,Gov Region,County,Breed Type,Breed,Sex,Application Type,Number Of Births
2015,June     ,England,South West,Wiltshire,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,England,South West,Dorset,Dairy,AYRSHIRE X,M,Birth Application,2
2015,June     ,England,East Midland,Derbyshire,Dairy,AYRSHIRE X,F,Birth Application,5
2015,June     ,England,South West,Dorset,Dairy,AYRSHIRE X,F,Birth Application,2
2015,June     ,England,West Midlands,Staffordshire,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,South West,Devon,Dairy,AYRSHIRE X,F,Birth Application,14
2015,June     ,England,South West,Devon,Dairy,AYRSHIRE X,M,Birth Application,5
2015,June     ,England,South East,Hampshire,Dairy,AYRSHIRE X,M,Birth Application,6
2015,June     ,England,North West,Cumbria,Dairy,AYRSHIRE X,F,Birth Application,19
2015,June     ,England,South East,Hampshire,Dairy,AYRSHIRE X,F,Birth Application,7
2015,June     ,England,Yorkshire and the Humber,West Yorkshire,Dairy,AYRSHIRE X,F,Birth Application,2
2015,June     ,England,Yorkshire and the Humber,North Yorkshire,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,South West,Cornwall,Dairy,AYRSHIRE X,M,Birth Application,11
2015,June     ,England,South West,Somerset,Dairy,AYRSHIRE X,F,Birth Application,3
2015,June     ,England,Yorkshire and the Humber,North Yorkshire,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,England,Yorkshire and the Humber,South Yorkshire,Dairy,AYRSHIRE X,F,Birth Application,2
2015,June     ,England,South East,Oxfordshire,Dairy,AYRSHIRE X,M,Birth Application,3
2015,June     ,England,South West,Avon,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,South East,Isle Of Wight,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,North West,Cheshire,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,England,North East,Northumberland,Dairy,AYRSHIRE X,F,Birth Application,4
2015,June     ,England,West Midlands,Staffordshire,Dairy,AYRSHIRE X,M,Birth Application,3
2015,June     ,England,North West,Cumbria,Dairy,AYRSHIRE X,M,Birth Application,14
2015,June     ,England,South East,Berkshire,Dairy,AYRSHIRE X,F,Birth Application,2
2015,June     ,England,South West,Gloucestershire,Dairy,AYRSHIRE X,F,Birth Application,7
2015,June     ,England,South West,Gloucestershire,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,England,South West,Cornwall,Dairy,AYRSHIRE X,F,Birth Application,13
2015,June     ,England,East Midland,Leicestershire,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,England,North West,Lancashire,Dairy,AYRSHIRE X,M,Birth Application,4
2015,June     ,England,Eastern,Cambridgeshire,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,South West,Wiltshire,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,East Midland,Leicestershire,Dairy,AYRSHIRE X,F,Birth Application,4
2015,June     ,England,North East,Northumberland,Dairy,AYRSHIRE X,M,Birth Application,4
2015,June     ,England,Eastern,Hertfordshire,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,North West,Cheshire,Dairy,AYRSHIRE X,F,Birth Application,5
2015,June     ,England,North West,Lancashire,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,North West,Cheshire,Non Dairy,BAZADAISE,M,Birth Application,3
