Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 Wales , LONGHORN X , Non Dairy , M , 42 to 48 Months ,1
 Wales , LONGHORN X , Non Dairy , M , 48 to 54 months ,1
 Wales , LONGHORN X , Non Dairy , M , 54 to 60 months ,1
 Wales , LUING , Non Dairy , F , 0 to 6 months ,9
 Wales , LUING , Non Dairy , F , 6 to 12 months ,28
 Wales , LUING , Non Dairy , F , 12 to 18 months ,1
 Wales , LUING , Non Dairy , F , 18 to 24 months ,14
 Wales , LUING , Non Dairy , F , 30 to 36 months ,32
 Wales , LUING , Non Dairy , F , 36 to 42 months ,2
 Wales , LUING , Non Dairy , F , 42 to 48 Months ,13
 Wales , LUING , Non Dairy , F , 54 to 60 months ,7
 Wales , LUING , Non Dairy , F , 66 to 72 months ,4
 Wales , LUING , Non Dairy , F , 78 to 84 months ,5
 Wales , LUING , Non Dairy , F , 90 to 96 months ,6
 Wales , LUING , Non Dairy , F , 102+months ,25
 Wales , LUING , Non Dairy , M , 0 to 6 months ,5
 Wales , LUING , Non Dairy , M , 6 to 12 months ,19
 Wales , LUING , Non Dairy , M , 12 to 18 months ,1
 Wales , LUING , Non Dairy , M , 18 to 24 months ,15
 Wales , LUING , Non Dairy , M , 30 to 36 months ,6
 Wales , LUING , Non Dairy , M , 42 to 48 Months ,3
 Wales , LUING , Non Dairy , M , 54 to 60 months ,1
 Wales , LUING X , Non Dairy , F , 0 to 6 months ,5
 Wales , LUING X , Non Dairy , F , 6 to 12 months ,7
 Wales , LUING X , Non Dairy , F , 12 to 18 months ,5
 Wales , LUING X , Non Dairy , F , 18 to 24 months ,2
 Wales , LUING X , Non Dairy , F , 24 to 30 months ,1
 Wales , LUING X , Non Dairy , F , 30 to 36 months ,3
 Wales , LUING X , Non Dairy , M , 0 to 6 months ,2
 Wales , LUING X , Non Dairy , M , 6 to 12 months ,7
 Wales , LUING X , Non Dairy , M , 12 to 18 months ,1
 Wales , LUING X , Non Dairy , M , 18 to 24 months ,2
 Wales , LUING X , Non Dairy , M , 24 to 30 months ,1
 Wales , MAINE ANJOU X , Non Dairy , F , 0 to 6 months ,1
 Wales , MARCHIGIANA , Non Dairy , F , 102+months ,1
 Wales , MARCHIGIANA , Non Dairy , M , 102+months ,1
 Wales , MARCHIGIANA X , Non Dairy , F , 6 to 12 months ,20
 Wales , MARCHIGIANA X , Non Dairy , F , 12 to 18 months ,4
 Wales , MARCHIGIANA X , Non Dairy , F , 18 to 24 months ,4
 Wales , MARCHIGIANA X , Non Dairy , F , 24 to 30 months ,1
 Wales , MARCHIGIANA X , Non Dairy , F , 30 to 36 months ,3
 Wales , MARCHIGIANA X , Non Dairy , F , 36 to 42 months ,1
 Wales , MARCHIGIANA X , Non Dairy , F , 42 to 48 Months ,8
 Wales , MARCHIGIANA X , Non Dairy , F , 48 to 54 months ,1
 Wales , MARCHIGIANA X , Non Dairy , F , 54 to 60 months ,3
 Wales , MARCHIGIANA X , Non Dairy , F , 60 to 66 months ,5
 Wales , MARCHIGIANA X , Non Dairy , F , 66 to 72 months ,3
 Wales , MARCHIGIANA X , Non Dairy , F , 72 to 78 months ,1
 Wales , MARCHIGIANA X , Non Dairy , F , 78 to 84 months ,1
 Wales , MARCHIGIANA X , Non Dairy , F , 84 to 90 months ,1
 Wales , MARCHIGIANA X , Non Dairy , F , 90 to 96 months ,1
 Wales , MARCHIGIANA X , Non Dairy , F , 102+months ,5
 Wales , MARCHIGIANA X , Non Dairy , M , 0 to 6 months ,1
 Wales , MARCHIGIANA X , Non Dairy , M , 6 to 12 months ,12
 Wales , MARCHIGIANA X , Non Dairy , M , 12 to 18 months ,2
 Wales , MARCHIGIANA X , Non Dairy , M , 18 to 24 months ,1
 Wales , MARCHIGIANA X , Non Dairy , M , 24 to 30 months ,2
 Wales , MARCHIGIANA X , Non Dairy , M , 30 to 36 months ,1
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 0 to 6 months ,53
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 6 to 12 months ,76
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 12 to 18 months ,55
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 18 to 24 months ,87
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 24 to 30 months ,97
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 30 to 36 months ,86
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 36 to 42 months ,73
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 42 to 48 Months ,82
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 48 to 54 months ,86
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 54 to 60 months ,95
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 60 to 66 months ,99
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 66 to 72 months ,79
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 72 to 78 months ,77
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 78 to 84 months ,59
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 84 to 90 months ,45
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 90 to 96 months ,39
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 96 to102 months ,43
 Wales , MEUSE RHINE ISSEL , Non Dairy , F , 102+months ,177
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 0 to 6 months ,73
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 6 to 12 months ,76
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 12 to 18 months ,90
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 18 to 24 months ,74
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 24 to 30 months ,30
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 30 to 36 months ,16
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 36 to 42 months ,1
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 42 to 48 Months ,2
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 48 to 54 months ,2
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 60 to 66 months ,3
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 66 to 72 months ,1
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 84 to 90 months ,1
 Wales , MEUSE RHINE ISSEL , Non Dairy , M , 102+months ,2
 Wales , MEUSE RHINE ISSEL , Non Dairy , M ,,1
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 0 to 6 months ,29
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 6 to 12 months ,46
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 12 to 18 months ,47
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 18 to 24 months ,45
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 24 to 30 months ,60
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 30 to 36 months ,111
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 36 to 42 months ,93
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 42 to 48 Months ,92
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 48 to 54 months ,91
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 54 to 60 months ,78
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 60 to 66 months ,91
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 66 to 72 months ,94
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 72 to 78 months ,81
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 78 to 84 months ,73
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 84 to 90 months ,72
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 90 to 96 months ,62
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 96 to102 months ,65
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F , 102+months ,306
 Wales , MEUSE RHINE ISSEL X , Non Dairy , F ,,2
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 0 to 6 months ,61
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 6 to 12 months ,67
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 12 to 18 months ,61
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 18 to 24 months ,36
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 24 to 30 months ,39
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 30 to 36 months ,9
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 36 to 42 months ,1
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 42 to 48 Months ,1
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 54 to 60 months ,1
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 72 to 78 months ,1
 Wales , MEUSE RHINE ISSEL X , Non Dairy , M , 90 to 96 months ,1
 Wales , MONTBELIARDE , Non Dairy , F , 0 to 6 months ,97
 Wales , MONTBELIARDE , Non Dairy , F , 6 to 12 months ,55
 Wales , MONTBELIARDE , Non Dairy , F , 12 to 18 months ,77
 Wales , MONTBELIARDE , Non Dairy , F , 18 to 24 months ,56
 Wales , MONTBELIARDE , Non Dairy , F , 24 to 30 months ,91
 Wales , MONTBELIARDE , Non Dairy , F , 30 to 36 months ,73
 Wales , MONTBELIARDE , Non Dairy , F , 36 to 42 months ,104
 Wales , MONTBELIARDE , Non Dairy , F , 42 to 48 Months ,68
 Wales , MONTBELIARDE , Non Dairy , F , 48 to 54 months ,62
 Wales , MONTBELIARDE , Non Dairy , F , 54 to 60 months ,29
 Wales , MONTBELIARDE , Non Dairy , F , 60 to 66 months ,44
 Wales , MONTBELIARDE , Non Dairy , F , 66 to 72 months ,23
 Wales , MONTBELIARDE , Non Dairy , F , 72 to 78 months ,16
 Wales , MONTBELIARDE , Non Dairy , F , 78 to 84 months ,14
 Wales , MONTBELIARDE , Non Dairy , F , 84 to 90 months ,13
 Wales , MONTBELIARDE , Non Dairy , F , 90 to 96 months ,17
 Wales , MONTBELIARDE , Non Dairy , F , 96 to102 months ,10
 Wales , MONTBELIARDE , Non Dairy , F , 102+months ,35
 Wales , MONTBELIARDE , Non Dairy , M , 0 to 6 months ,61
 Wales , MONTBELIARDE , Non Dairy , M , 6 to 12 months ,51
 Wales , MONTBELIARDE , Non Dairy , M , 12 to 18 months ,68
 Wales , MONTBELIARDE , Non Dairy , M , 18 to 24 months ,23
 Wales , MONTBELIARDE , Non Dairy , M , 24 to 30 months ,34
 Wales , MONTBELIARDE , Non Dairy , M , 30 to 36 months ,10
 Wales , MONTBELIARDE , Non Dairy , M , 36 to 42 months ,2
 Wales , MONTBELIARDE , Non Dairy , M , 42 to 48 Months ,3
 Wales , MONTBELIARDE , Non Dairy , M , 48 to 54 months ,3
 Wales , MONTBELIARDE , Non Dairy , M , 66 to 72 months ,1
 Wales , MONTBELIARDE , Non Dairy , M , 102+months ,1
 Wales , MONTBELIARDE X , Non Dairy , F , 0 to 6 months ,228
 Wales , MONTBELIARDE X , Non Dairy , F , 6 to 12 months ,226
 Wales , MONTBELIARDE X , Non Dairy , F , 12 to 18 months ,233
 Wales , MONTBELIARDE X , Non Dairy , F , 18 to 24 months ,256
 Wales , MONTBELIARDE X , Non Dairy , F , 24 to 30 months ,192
 Wales , MONTBELIARDE X , Non Dairy , F , 30 to 36 months ,244
 Wales , MONTBELIARDE X , Non Dairy , F , 36 to 42 months ,174
 Wales , MONTBELIARDE X , Non Dairy , F , 42 to 48 Months ,256
 Wales , MONTBELIARDE X , Non Dairy , F , 48 to 54 months ,161
 Wales , MONTBELIARDE X , Non Dairy , F , 54 to 60 months ,168
 Wales , MONTBELIARDE X , Non Dairy , F , 60 to 66 months ,132
 Wales , MONTBELIARDE X , Non Dairy , F , 66 to 72 months ,155
 Wales , MONTBELIARDE X , Non Dairy , F , 72 to 78 months ,115
 Wales , MONTBELIARDE X , Non Dairy , F , 78 to 84 months ,104
 Wales , MONTBELIARDE X , Non Dairy , F , 84 to 90 months ,69
 Wales , MONTBELIARDE X , Non Dairy , F , 90 to 96 months ,119
 Wales , MONTBELIARDE X , Non Dairy , F , 96 to102 months ,82
 Wales , MONTBELIARDE X , Non Dairy , F , 102+months ,144
 Wales , MONTBELIARDE X , Non Dairy , M , 0 to 6 months ,260
 Wales , MONTBELIARDE X , Non Dairy , M , 6 to 12 months ,240
 Wales , MONTBELIARDE X , Non Dairy , M , 12 to 18 months ,233
 Wales , MONTBELIARDE X , Non Dairy , M , 18 to 24 months ,223
 Wales , MONTBELIARDE X , Non Dairy , M , 24 to 30 months ,74
 Wales , MONTBELIARDE X , Non Dairy , M , 30 to 36 months ,22
 Wales , MONTBELIARDE X , Non Dairy , M , 36 to 42 months ,2
 Wales , MONTBELIARDE X , Non Dairy , M , 42 to 48 Months ,6
 Wales , MONTBELIARDE X , Non Dairy , M , 72 to 78 months ,1
 Wales , MONTBELIARDE X , Non Dairy , M , 102+months ,1
 Wales , MURRAY GREY , Non Dairy , F , 0 to 6 months ,9
 Wales , MURRAY GREY , Non Dairy , F , 6 to 12 months ,37
 Wales , MURRAY GREY , Non Dairy , F , 12 to 18 months ,6
 Wales , MURRAY GREY , Non Dairy , F , 18 to 24 months ,20
 Wales , MURRAY GREY , Non Dairy , F , 24 to 30 months ,7
 Wales , MURRAY GREY , Non Dairy , F , 30 to 36 months ,31
 Wales , MURRAY GREY , Non Dairy , F , 36 to 42 months ,6
 Wales , MURRAY GREY , Non Dairy , F , 42 to 48 Months ,25
 Wales , MURRAY GREY , Non Dairy , F , 54 to 60 months ,17
 Wales , MURRAY GREY , Non Dairy , F , 60 to 66 months ,3
 Wales , MURRAY GREY , Non Dairy , F , 66 to 72 months ,9
 Wales , MURRAY GREY , Non Dairy , F , 72 to 78 months ,1
 Wales , MURRAY GREY , Non Dairy , F , 78 to 84 months ,6
 Wales , MURRAY GREY , Non Dairy , F , 90 to 96 months ,11
 Wales , MURRAY GREY , Non Dairy , F , 96 to102 months ,2
 Wales , MURRAY GREY , Non Dairy , F , 102+months ,54
 Wales , MURRAY GREY , Non Dairy , M , 0 to 6 months ,4
 Wales , MURRAY GREY , Non Dairy , M , 6 to 12 months ,40
 Wales , MURRAY GREY , Non Dairy , M , 12 to 18 months ,5
 Wales , MURRAY GREY , Non Dairy , M , 18 to 24 months ,16
 Wales , MURRAY GREY , Non Dairy , M , 24 to 30 months ,1
 Wales , MURRAY GREY , Non Dairy , M , 30 to 36 months ,10
 Wales , MURRAY GREY , Non Dairy , M , 42 to 48 Months ,2
 Wales , MURRAY GREY , Non Dairy , M , 54 to 60 months ,2
 Wales , MURRAY GREY , Non Dairy , M , 90 to 96 months ,1
 Wales , MURRAY GREY , Non Dairy , M , 102+months ,1
 Wales , MURRAY GREY X , Non Dairy , F , 0 to 6 months ,3
 Wales , MURRAY GREY X , Non Dairy , F , 6 to 12 months ,16
 Wales , MURRAY GREY X , Non Dairy , F , 12 to 18 months ,7
 Wales , MURRAY GREY X , Non Dairy , F , 18 to 24 months ,7
 Wales , MURRAY GREY X , Non Dairy , F , 24 to 30 months ,2
 Wales , MURRAY GREY X , Non Dairy , F , 30 to 36 months ,11
 Wales , MURRAY GREY X , Non Dairy , F , 42 to 48 Months ,3
 Wales , MURRAY GREY X , Non Dairy , F , 48 to 54 months ,10
 Wales , MURRAY GREY X , Non Dairy , F , 54 to 60 months ,2
 Wales , MURRAY GREY X , Non Dairy , F , 66 to 72 months ,7
 Wales , MURRAY GREY X , Non Dairy , F , 72 to 78 months ,1
 Wales , MURRAY GREY X , Non Dairy , F , 78 to 84 months ,7
 Wales , MURRAY GREY X , Non Dairy , F , 96 to102 months ,1
 Wales , MURRAY GREY X , Non Dairy , F , 102+months ,24
 Wales , MURRAY GREY X , Non Dairy , M , 0 to 6 months ,2
 Wales , MURRAY GREY X , Non Dairy , M , 6 to 12 months ,16
 Wales , MURRAY GREY X , Non Dairy , M , 12 to 18 months ,2
 Wales , MURRAY GREY X , Non Dairy , M , 18 to 24 months ,6
 Wales , MURRAY GREY X , Non Dairy , M , 30 to 36 months ,6
 Wales , NORMANDE , Non Dairy , F , 72 to 78 months ,1
 Wales , NORMANDE , Non Dairy , F , 90 to 96 months ,1
 Wales , NORMANDE X , Non Dairy , F , 6 to 12 months ,1
 Wales , NORMANDE X , Non Dairy , F , 12 to 18 months ,3
 Wales , NORMANDE X , Non Dairy , F , 30 to 36 months ,2
 Wales , NORMANDE X , Non Dairy , F , 42 to 48 Months ,1
 Wales , NORMANDE X , Non Dairy , F , 54 to 60 months ,1
 Wales , NORMANDE X , Non Dairy , F , 66 to 72 months ,1
 Wales , NORMANDE X , Non Dairy , F , 102+months ,3
 Wales , NORMANDE X , Non Dairy , M , 0 to 6 months ,1
 Wales , NORMANDE X , Non Dairy , M , 6 to 12 months ,19
 Wales , NORMANDE X , Non Dairy , M , 12 to 18 months ,4
 Wales , NORMANDE X , Non Dairy , M , 18 to 24 months ,1
 Wales , NORWEGIAN RED , Non Dairy , F , 0 to 6 months ,2
 Wales , NORWEGIAN RED , Non Dairy , F , 6 to 12 months ,2
 Wales , NORWEGIAN RED , Non Dairy , F , 12 to 18 months ,1
 Wales , NORWEGIAN RED , Non Dairy , F , 18 to 24 months ,7
 Wales , NORWEGIAN RED , Non Dairy , F , 24 to 30 months ,1
 Wales , NORWEGIAN RED , Non Dairy , F , 30 to 36 months ,6
 Wales , NORWEGIAN RED , Non Dairy , F , 42 to 48 Months ,7
 Wales , NORWEGIAN RED , Non Dairy , F , 48 to 54 months ,2
 Wales , NORWEGIAN RED , Non Dairy , F , 54 to 60 months ,3
 Wales , NORWEGIAN RED , Non Dairy , F , 60 to 66 months ,1
 Wales , NORWEGIAN RED , Non Dairy , F , 66 to 72 months ,5
 Wales , NORWEGIAN RED , Non Dairy , F , 72 to 78 months ,2
 Wales , NORWEGIAN RED , Non Dairy , F , 78 to 84 months ,2
 Wales , NORWEGIAN RED , Non Dairy , F , 84 to 90 months ,5
 Wales , NORWEGIAN RED , Non Dairy , F , 96 to102 months ,4
 Wales , NORWEGIAN RED , Non Dairy , M , 0 to 6 months ,9
 Wales , NORWEGIAN RED , Non Dairy , M , 6 to 12 months ,2
 Wales , NORWEGIAN RED , Non Dairy , M , 18 to 24 months ,3
 Wales , NORWEGIAN RED X , Non Dairy , F , 0 to 6 months ,166
 Wales , NORWEGIAN RED X , Non Dairy , F , 6 to 12 months ,153
 Wales , NORWEGIAN RED X , Non Dairy , F , 12 to 18 months ,91
 Wales , NORWEGIAN RED X , Non Dairy , F , 18 to 24 months ,213
 Wales , NORWEGIAN RED X , Non Dairy , F , 24 to 30 months ,63
 Wales , NORWEGIAN RED X , Non Dairy , F , 30 to 36 months ,87
 Wales , NORWEGIAN RED X , Non Dairy , F , 36 to 42 months ,23
 Wales , NORWEGIAN RED X , Non Dairy , F , 42 to 48 Months ,90
 Wales , NORWEGIAN RED X , Non Dairy , F , 48 to 54 months ,34
 Wales , NORWEGIAN RED X , Non Dairy , F , 54 to 60 months ,65
 Wales , NORWEGIAN RED X , Non Dairy , F , 60 to 66 months ,28
 Wales , NORWEGIAN RED X , Non Dairy , F , 66 to 72 months ,40
 Wales , NORWEGIAN RED X , Non Dairy , F , 72 to 78 months ,30
 Wales , NORWEGIAN RED X , Non Dairy , F , 78 to 84 months ,54
 Wales , NORWEGIAN RED X , Non Dairy , F , 84 to 90 months ,36
 Wales , NORWEGIAN RED X , Non Dairy , F , 90 to 96 months ,17
 Wales , NORWEGIAN RED X , Non Dairy , F , 96 to102 months ,28
 Wales , NORWEGIAN RED X , Non Dairy , F , 102+months ,10
 Wales , NORWEGIAN RED X , Non Dairy , M , 0 to 6 months ,170
 Wales , NORWEGIAN RED X , Non Dairy , M , 6 to 12 months ,147
 Wales , NORWEGIAN RED X , Non Dairy , M , 12 to 18 months ,91
 Wales , NORWEGIAN RED X , Non Dairy , M , 18 to 24 months ,25
 Wales , NORWEGIAN RED X , Non Dairy , M , 24 to 30 months ,23
 Wales , NORWEGIAN RED X , Non Dairy , M , 30 to 36 months ,3
 Wales , NORWEGIAN RED X , Non Dairy , M , 42 to 48 Months ,1
 Wales , NOT SUPPLIED , Non Dairy , F , 102+months ,131
 Wales , NOT SUPPLIED , Non Dairy , M , 102+months ,2
 Wales , OLD ENGLISH X , Non Dairy , F , 102+months ,1
 Wales , OTHER DAIRY , Dairy , M , 6 to 12 months ,1
 Wales , PARTHENAIS , Non Dairy , F , 12 to 18 months ,1
 Wales , PARTHENAIS , Non Dairy , F , 18 to 24 months ,5
 Wales , PARTHENAIS , Non Dairy , F , 60 to 66 months ,1
 Wales , PARTHENAIS , Non Dairy , F , 72 to 78 months ,2
 Wales , PARTHENAIS , Non Dairy , F , 90 to 96 months ,1
 Wales , PARTHENAIS , Non Dairy , F , 102+months ,1
 Wales , PARTHENAIS , Non Dairy , M , 12 to 18 months ,3
 Wales , PARTHENAIS , Non Dairy , M , 18 to 24 months ,4
 Wales , PARTHENAIS , Non Dairy , M , 66 to 72 months ,1
 Wales , PARTHENAIS X , Non Dairy , F , 6 to 12 months ,2
 Wales , PARTHENAIS X , Non Dairy , F , 18 to 24 months ,1
 Wales , PARTHENAIS X , Non Dairy , F , 42 to 48 Months ,5
 Wales , PARTHENAIS X , Non Dairy , F , 48 to 54 months ,1
 Wales , PARTHENAIS X , Non Dairy , F , 54 to 60 months ,4
 Wales , PARTHENAIS X , Non Dairy , F , 66 to 72 months ,1
 Wales , PARTHENAIS X , Non Dairy , F , 72 to 78 months ,2
 Wales , PARTHENAIS X , Non Dairy , F , 84 to 90 months ,1
 Wales , PARTHENAIS X , Non Dairy , F , 90 to 96 months ,1
 Wales , PARTHENAIS X , Non Dairy , F , 96 to102 months ,1
 Wales , PARTHENAIS X , Non Dairy , F , 102+months ,8
 Wales , PARTHENAIS X , Non Dairy , M , 6 to 12 months ,5
 Wales , PARTHENAIS X , Non Dairy , M , 18 to 24 months ,3
 Wales , PIEMONTESE , Non Dairy , F , 0 to 6 months ,1
 Wales , PIEMONTESE , Non Dairy , F , 6 to 12 months ,3
 Wales , PIEMONTESE , Non Dairy , F , 18 to 24 months ,5
 Wales , PIEMONTESE , Non Dairy , F , 24 to 30 months ,2
 Wales , PIEMONTESE , Non Dairy , F , 30 to 36 months ,3
 Wales , PIEMONTESE , Non Dairy , F , 54 to 60 months ,3
 Wales , PIEMONTESE , Non Dairy , F , 66 to 72 months ,4
 Wales , PIEMONTESE , Non Dairy , F , 78 to 84 months ,1
 Wales , PIEMONTESE , Non Dairy , F , 84 to 90 months ,1
 Wales , PIEMONTESE , Non Dairy , F , 96 to102 months ,1
 Wales , PIEMONTESE , Non Dairy , F , 102+months ,9
 Wales , PIEMONTESE , Non Dairy , M , 0 to 6 months ,2
 Wales , PIEMONTESE , Non Dairy , M , 6 to 12 months ,3
 Wales , PIEMONTESE , Non Dairy , M , 18 to 24 months ,2
 Wales , PIEMONTESE , Non Dairy , M , 30 to 36 months ,2
 Wales , PIEMONTESE , Non Dairy , M , 60 to 66 months ,1
 Wales , PIEMONTESE , Non Dairy , M , 72 to 78 months ,1
 Wales , PIEMONTESE X , Non Dairy , F , 0 to 6 months ,5
 Wales , PIEMONTESE X , Non Dairy , F , 6 to 12 months ,13
 Wales , PIEMONTESE X , Non Dairy , F , 12 to 18 months ,6
 Wales , PIEMONTESE X , Non Dairy , F , 18 to 24 months ,17
 Wales , PIEMONTESE X , Non Dairy , F , 24 to 30 months ,6
 Wales , PIEMONTESE X , Non Dairy , F , 30 to 36 months ,5
 Wales , PIEMONTESE X , Non Dairy , F , 36 to 42 months ,2
 Wales , PIEMONTESE X , Non Dairy , F , 42 to 48 Months ,1
 Wales , PIEMONTESE X , Non Dairy , F , 48 to 54 months ,5
 Wales , PIEMONTESE X , Non Dairy , F , 54 to 60 months ,10
 Wales , PIEMONTESE X , Non Dairy , F , 60 to 66 months ,7
 Wales , PIEMONTESE X , Non Dairy , F , 66 to 72 months ,3
 Wales , PIEMONTESE X , Non Dairy , F , 72 to 78 months ,4
 Wales , PIEMONTESE X , Non Dairy , F , 78 to 84 months ,5
 Wales , PIEMONTESE X , Non Dairy , F , 84 to 90 months ,2
 Wales , PIEMONTESE X , Non Dairy , F , 90 to 96 months ,4
 Wales , PIEMONTESE X , Non Dairy , F , 96 to102 months ,2
 Wales , PIEMONTESE X , Non Dairy , F , 102+months ,28
 Wales , PIEMONTESE X , Non Dairy , M , 0 to 6 months ,5
 Wales , PIEMONTESE X , Non Dairy , M , 6 to 12 months ,8
 Wales , PIEMONTESE X , Non Dairy , M , 12 to 18 months ,7
 Wales , PIEMONTESE X , Non Dairy , M , 18 to 24 months ,20
 Wales , PIEMONTESE X , Non Dairy , M , 24 to 30 months ,1
 Wales , PIEMONTESE X , Non Dairy , M , 30 to 36 months ,2
 Wales , RED & WHITE FRIESIAN , Dairy , F , 66 to 72 months ,1
 Wales , RED & WHITE FRIESIAN , Dairy , F , 72 to 78 months ,6
 Wales , RED & WHITE FRIESIAN , Dairy , F , 78 to 84 months ,4
 Wales , RED & WHITE FRIESIAN , Dairy , F , 84 to 90 months ,1
 Wales , RED & WHITE FRIESIAN , Dairy , F , 90 to 96 months ,3
 Wales , RED POLL , Non Dairy , F , 6 to 12 months ,12
 Wales , RED POLL , Non Dairy , F , 12 to 18 months ,1
 Wales , RED POLL , Non Dairy , F , 18 to 24 months ,21
 Wales , RED POLL , Non Dairy , F , 24 to 30 months ,11
 Wales , RED POLL , Non Dairy , F , 30 to 36 months ,13
 Wales , RED POLL , Non Dairy , F , 36 to 42 months ,4
 Wales , RED POLL , Non Dairy , F , 42 to 48 Months ,19
 Wales , RED POLL , Non Dairy , F , 48 to 54 months ,4
 Wales , RED POLL , Non Dairy , F , 54 to 60 months ,16
 Wales , RED POLL , Non Dairy , F , 60 to 66 months ,5
 Wales , RED POLL , Non Dairy , F , 66 to 72 months ,10
 Wales , RED POLL , Non Dairy , F , 72 to 78 months ,3
 Wales , RED POLL , Non Dairy , F , 78 to 84 months ,7
 Wales , RED POLL , Non Dairy , F , 84 to 90 months ,3
 Wales , RED POLL , Non Dairy , F , 90 to 96 months ,6
 Wales , RED POLL , Non Dairy , F , 96 to102 months ,3
 Wales , RED POLL , Non Dairy , F , 102+months ,45
