ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.92 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.97 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.18 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.48 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.09 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.10 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.15 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.62 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.82 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.06 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.13 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.41 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.74 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.74 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.00 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.13 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.56 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.64 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.46 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.84 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.88 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.20 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.72 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.04 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.38 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,17.03 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,20.54 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,21.34 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,27.15 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,31.10 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,37.46 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,38.64 ,PROVISIONS,V001341171
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,24.60 ,PROVISIONS,V001341172
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,34.65 ,PROVISIONS,V001341172
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.18 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.38 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.08 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.58 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.99 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.94 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.02 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.42 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.81 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,7.20 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,7.45 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.82 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.95 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.42 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.61 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.50 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.64 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.70 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,11.48 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,11.60 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.03 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,12.62 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.60 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.04 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.98 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,17.94 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,18.16 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,18.56 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,18.72 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,18.95 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,19.08 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,19.38 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,20.19 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,22.50 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,24.18 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,25.26 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,26.24 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,26.28 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,26.88 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,30.32 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,31.10 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,34.14 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,37.76 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,38.56 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,42.70 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,43.42 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,44.19 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,44.52 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,48.87 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,51.84 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,53.40 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,55.32 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,62.88 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,79.56 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,92.40 ,PROVISIONS,V001341173
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,1.73 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.19 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.40 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.64 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.00 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.02 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.21 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.25 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.52 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.70 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.10 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.15 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.17 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.31 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.45 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.82 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.99 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.13 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.28 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.41 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,5.98 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.29 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,6.67 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,7.05 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,7.34 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.09 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.64 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.74 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,8.96 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.51 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.61 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,9.65 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.46 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,10.50 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,13.33 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,15.39 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,16.84 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,18.84 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,18.96 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,37.46 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,38.64 ,PROVISIONS,V001341174
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,12.95 ,PROVISIONS,V001341175
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,20.32 ,PROVISIONS,V001341175
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,18.45 ,PROVISIONS,V001341176
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,13.24 ,PROVISIONS,V001341177
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,6.62 ,PROVISIONS,V001341178
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,49.20 ,PROVISIONS,V001341178
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,8.95 ,PROVISIONS,V001341179
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,15.44 ,PROVISIONS,V001341180
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,7.16 ,PROVISIONS,V001341181
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,20.32 ,PROVISIONS,V001341181
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,17.40 ,PROVISIONS,V001341182
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,23/11/2018,20.32 ,PROVISIONS,V001341182
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,1.36 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,1.46 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,1.80 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,1.94 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.44 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.94 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,2.97 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,3.25 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.01 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.10 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.21 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.62 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.82 ,PROVISIONS,V001341183
ROCHDALE BOROUGH COUNCIL,23/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,BRAKE BROS LTD,23/11/2018,4.99 ,PROVISIONS,V001341183
