ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,15.66 ,PROVISIONS,V001337119
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,21.56 ,PROVISIONS,V001337120
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,3.36 ,PROVISIONS,V001337121
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,3.84 ,PROVISIONS,V001337121
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,4.08 ,PROVISIONS,V001337121
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.75 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.78 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.25 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.28 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.35 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.70 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.00 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.16 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.95 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.00 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.60 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.20 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,6.39 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.90 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.80 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,18.72 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,38.88 ,PROVISIONS,V001337122
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,TC MEATS LIMITED,16/11/2018,47.94 ,PROVISIONS,V001337123
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.55 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.75 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.90 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.99 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.26 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.35 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.40 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.56 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.70 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.66 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.84 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.50 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.60 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,6.00 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,6.00 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,7.20 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.66 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,11.20 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,17.29 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,24.70 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,34.80 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,47.81 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,77.76 ,PROVISIONS,V001337124
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,1.06 ,PROVISIONS,V001337125
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,1.17 ,PROVISIONS,V001337125
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,1.68 ,PROVISIONS,V001337125
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,2.58 ,PROVISIONS,V001337125
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,6.72 ,PROVISIONS,V001337125
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,16/11/2018,7.56 ,PROVISIONS,V001337126
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,16/11/2018,7.76 ,PROVISIONS,V001337126
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,16/11/2018,10.52 ,PROVISIONS,V001337126
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,16/11/2018,16.05 ,CATERING - GENERAL,V001337126
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,16/11/2018,16.22 ,PROVISIONS,V001337126
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,16/11/2018,58.98 ,PROVISIONS,V001337126
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.45 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.78 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.98 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.28 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.40 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.59 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.80 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.10 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.55 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.70 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.28 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.70 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.90 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,16.20 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,25.77 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,29.16 ,PROVISIONS,V001337127
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,6.36 ,PROVISIONS,V001337128
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,7.68 ,PROVISIONS,V001337128
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.98 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.99 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.40 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.56 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.66 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.70 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.00 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.70 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.80 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.00 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.40 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.60 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.84 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.84 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.84 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.84 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.00 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.16 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.20 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.60 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.97 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,6.48 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,7.68 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.90 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.60 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,13.66 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,34.36 ,PROVISIONS,V001337129
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,4.32 ,PROVISIONS,V001337130
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,5.08 ,PROVISIONS,V001337130
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.78 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.04 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.35 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.40 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.48 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.48 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.50 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.58 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.64 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.92 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.56 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.80 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.30 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.76 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.92 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.97 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,6.48 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,17.18 ,PROVISIONS,V001337131
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.49 ,PROVISIONS,V001337132
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.35 ,PROVISIONS,V001337132
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.40 ,PROVISIONS,V001337132
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.80 ,PROVISIONS,V001337132
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.88 ,PROVISIONS,V001337132
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,5.97 ,PROVISIONS,V001337132
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.60 ,PROVISIONS,V001337132
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,20.80 ,PROVISIONS,V001337132
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,0.60 ,PROVISIONS,V001337133
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,3.18 ,PROVISIONS,V001337133
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,3.38 ,PROVISIONS,V001337133
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,6.36 ,PROVISIONS,V001337133
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,21.56 ,PROVISIONS,V001337133
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.75 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,0.78 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,1.70 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.00 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.55 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.56 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,2.95 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,3.60 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,4.90 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,8.90 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,10.50 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,19.44 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,16/11/2018,20.80 ,PROVISIONS,V001337134
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,3.22 ,PROVISIONS,V001337135
ROCHDALE BOROUGH COUNCIL,16/11/2018,NEIGHBOURHOODS AND ENVIRONMENT,MORRIS QUALITY BAKERS,16/11/2018,4.80 ,PROVISIONS,V001337135
