ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,30.00 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.96 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,17.96 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,24.66 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,19.85 ,PROVISIONS,V002183465,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,-3.00 ,PROVISIONS,V002183466,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.20 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.24 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.61 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.94 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.11 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.60 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,28.50 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,39.76 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.00 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.55 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,21.66 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.22 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.22 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.39 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.50 ,PROVISIONS,V002183467,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,33.00 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,29.80 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.50 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.16 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.56 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.00 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,4.80 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.21 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.22 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.22 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.10 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.10 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.69 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,15.65 ,PROVISIONS,V002183468,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,157.44 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.76 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.66 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,10.99 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,32.62 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,23.94 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,17.96 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.49 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.97 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,8.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,7.30 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,31.32 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,31.50 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,3.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,15.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.29 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,9.99 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.99 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.49 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.99 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,25.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,5.50 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,39.90 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.04 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,26.10 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,81.42 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,12.99 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,32.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,19.96 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,30.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,37.96 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,38.52 ,PROVISIONS,V002183469,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.34 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,11.96 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,12.99 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,6.49 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,23.94 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,12.00 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.40 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,41.94 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,80.00 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,23.96 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,20.00 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,26.94 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,16.00 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,44.40 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,54.00 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,72.00 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,14.38 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,14.38 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,9.00 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,130.48 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,21.98 ,PROVISIONS,V002183470,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.06 ,PROVISIONS,V002183471,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,10.80 ,PROVISIONS,V002183471,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.50 ,PROVISIONS,V002183471,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.35 ,PROVISIONS,V002183471,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.06 ,PROVISIONS,V002183471,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.26 ,PROVISIONS,V002183471,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.56 ,PROVISIONS,V002183471,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,-5.00 ,PROVISIONS,V002183472,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,-5.00 ,PROVISIONS,V002183472,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,4.68 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.08 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.95 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.97 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.25 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.86 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.60 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.64 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.89 ,PROVISIONS,V002183473,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.52 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.61 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,0.93 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,29.80 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,0.65 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,15.00 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,9.00 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,4.32 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,4.45 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,2.10 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.69 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.22 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,6.44 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.00 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,4.80 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,19.88 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,28.00 ,PROVISIONS,V002183474,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,-8.70 ,PROVISIONS,V002183475,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,21/12/2023,-8.00 ,PROVISIONS,V002183475,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,10.80 ,PROVISIONS,V002183476,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,43.20 ,PROVISIONS,V002183476,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,7.00 ,PROVISIONS,V002183476,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,1.55 ,PROVISIONS,V002183476,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.22 ,PROVISIONS,V002183476,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.22 ,PROVISIONS,V002183476,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,21/12/2023,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,21/12/2023,3.22 ,PROVISIONS,V002183476,,,,,,,,,
